document_id,entity_text,entity_type,context
6,tonight,TIME,ing will be commenced which is the reason I write tonight.  The home will be in confusion.  This is the onl
6,tomorrow,DATE," badly off.  I will leave room to add a few lines tomorrow, telling what Mr. Croft wishes to see me for.  Ma"
6,Croft,PERSON,"oom to add a few lines tomorrow, telling what Mr. Croft wishes to see me for.  Mamma says Mr. McBee told "
6,Mamma,PERSON,"ow, telling what Mr. Croft wishes to see me for.  Mamma says Mr. McBee told Susan Anna was the admiration"
6,McBee,PERSON,t Mr. Croft wishes to see me for.  Mamma says Mr. McBee told Susan Anna was the admiration of all at Mrs.
6,Susan Anna,PERSON, wishes to see me for.  Mamma says Mr. McBee told Susan Anna was the admiration of all at Mrs. Cannons Mayday.
6,Cannons Mayday,PERSON,told Susan Anna was the admiration of all at Mrs. Cannons Mayday.  Frank is still head.  Willie�s colt is doing qu
6,Frank,PERSON,as the admiration of all at Mrs. Cannons Mayday.  Frank is still head.  Willie�s colt is doing quite well
6,Willie�s colt,PERSON,"ll at Mrs. Cannons Mayday.  Frank is still head.  Willie�s colt is doing quite well.  Fanny talks about Papa, & w"
6,Fanny,PERSON," still head.  Willie�s colt is doing quite well.  Fanny talks about Papa, & wished you home the day you l"
6,"Papa, &",ORG,"ie�s colt is doing quite well.  Fanny talks about Papa, & wished you home the day you left.  I hope your ho"
6,the day,DATE," well.  Fanny talks about Papa, & wished you home the day you left.  I hope your horse held out, & that you"
6,Croft,PERSON,", I am afraid you cannot make out my letter.  Mr. Croft says he has not sent down yet for his groceries, "
6,a month,DATE," sent down yet for his groceries, that it will be a month at least before they are here.  The�will be out o"
6,Columbia,GPE,"he�will be out of seed, so if you can buy them in Columbia, you must buy some & send by Mr. Elford or the fi"
6,Elford,PERSON,"them in Columbia, you must buy some & send by Mr. Elford or the first person coming.  If you can get a cag"
6,first,ORDINAL,"ia, you must buy some & send by Mr. Elford or the first person coming.  If you can get a cage, you must b"
6,Monday,DATE,"t to be separated before they kill each other.

		Monday.  My dear husband, I will now finish my letter.  "
6,Croft,PERSON,"My dear husband, I will now finish my letter.  Mr.Croft has paid his visit.  He wished to know my opinion"
6,Blake,PERSON,ow my opinion how it would do for him to ask Mrs. Blake to stay at his house & she in return teach all hi
6,7,CARDINAL,"he in return teach all his grandchildren to dance 7 or 8 of them.  Her�would cost him nothing, & her "
6,8,CARDINAL," return teach all his grandchildren to dance 7 or 8 of them.  Her�would cost him nothing, & her teach"
6,Grandchildren,PERSON,".  Her�would cost him nothing, & her teaching his Grandchildren save him 60, 70, or 80 dollars.  It would really "
6,60,CARDINAL,"othing, & her teaching his Grandchildren save him 60, 70, or 80 dollars.  It would really be a bargain"
6,70,DATE,"ng, & her teaching his Grandchildren save him 60, 70, or 80 dollars.  It would really be a bargain on "
6,80 dollars,MONEY,"er teaching his Grandchildren save him 60, 70, or 80 dollars.  It would really be a bargain on his part.  He w"
6,Blake,PERSON, on his part.  He wishes me to propose it to Mrs. Blake on her arrival.  He says she will have a good sch
6,Groceries,ORG,"ll have a good school.  He does not know when his Groceries will be here, not until freight is lower, so you "
6,Arthur,PERSON,"& bring with you or the birds will perish.

		Mr. Arthur only bought last week the servant who has been ki"
6,last week,DATE," the birds will perish.

		Mr. Arthur only bought last week the servant who has been killed.  Paid 600 dollar"
6,600 dollars,MONEY," last week the servant who has been killed.  Paid 600 dollars for him, from Mr. Garrison.

		This is sale day, "
6,Garrison,PERSON," been killed.  Paid 600 dollars for him, from Mr. Garrison.

		This is sale day, & Mr. Griggs has had his wh"
6,Griggs,PERSON,"im, from Mr. Garrison.

		This is sale day, & Mr. Griggs has had his whipping, as great a crowd went to Ja"
6,Westfield,PERSON,re at school.  The horse sprained its ankle.  Mr. Westfield says there is no nail in it. Reuben is not using 
6,Reuben,PERSON,nkle.  Mr. Westfield says there is no nail in it. Reuben is not using it today.  Mr. Smith will commence w
6,today,DATE,ys there is no nail in it. Reuben is not using it today.  Mr. Smith will commence whitewashing tomorrow. 
6,Smith,PERSON,no nail in it. Reuben is not using it today.  Mr. Smith will commence whitewashing tomorrow.  I hope to h
6,tomorrow,DATE,g it today.  Mr. Smith will commence whitewashing tomorrow.  I hope to hear from you Wednesday & long to see
6,Wednesday,DATE,"e whitewashing tomorrow.  I hope to hear from you Wednesday & long to see you.  Ever your dear Wife, E.F.P.

"
6,today,DATE,".P.

There are a great many People in the village today.

Benjamin Perry
[Columbia]

Wednesday morning, 8"
6,Benjamin Perry,PERSON,"re are a great many People in the village today.

Benjamin Perry
[Columbia]

Wednesday morning, 8 May 1850
Greenvi"
6,Wednesday,DATE,"in the village today.

Benjamin Perry
[Columbia]

Wednesday morning, 8 May 1850
Greenville

My dear husband

"
6,morning,TIME,"lage today.

Benjamin Perry
[Columbia]

Wednesday morning, 8 May 1850
Greenville

My dear husband

		I have"
6,8 May 1850,DATE,"y.

Benjamin Perry
[Columbia]

Wednesday morning, 8 May 1850
Greenville

My dear husband

		I have stopped in "
6,Greenville,GPE,"n Perry
[Columbia]

Wednesday morning, 8 May 1850
Greenville

My dear husband

		I have stopped in the midst o"
6,the carpet & furniture,ORG,"r.  I have had the whole house whitewashed.  When the carpet & furniture was moved out of the Dining room, the walls looke"
6,Dining,ORG," When the carpet & furniture was moved out of the Dining room, the walls looked so dirty, I thought it bes"
6,Smith,PERSON,"t given to the big one, so it has been done.  Mr. Smith is here with his brother & will finish today.  Th"
6,today,DATE, Mr. Smith is here with his brother & will finish today.  They commenced the house yesterday & having to 
6,yesterday,DATE,er & will finish today.  They commenced the house yesterday & having to dismantle the whole of it  you cannot
6,"Carpet, Furniture &",ORG,"when you see the quantity of dirt swept under the Carpet, Furniture & corners you would wonder how we could have existe"
6,three,CARDINAL,"is well you are away.  You would have to leave on three occasions, whether business called you away or no"
6,Fanny &,ORG,"usiness called you away or not.  Last night Anna, Fanny & myself slept in Anna�s bed.

		It is now raining "
6,Anna,GPE,"or not.  Last night Anna, Fanny & myself slept in Anna�s bed.

		It is now raining a little.  Reuben & L"
6,Reuben & Lindy,ORG,"pt in Anna�s bed.

		It is now raining a little.  Reuben & Lindy have gone regularly to the Farm.  Scott�s lamenes"
6,Scott,ORG," Reuben & Lindy have gone regularly to the Farm.  Scott�s lameness is better.  Hochelago, yesterday laid "
6,Hochelago,ORG,"ularly to the Farm.  Scott�s lameness is better.  Hochelago, yesterday laid down a good deal, & I was afraid "
6,yesterday,DATE,"he Farm.  Scott�s lameness is better.  Hochelago, yesterday laid down a good deal, & I was afraid was sick.  "
6,Charles,PERSON," laid down a good deal, & I was afraid was sick.  Charles brought Mr. Longs Dudley down who said nothing se"
6,Longs Dudley,PERSON,"al, & I was afraid was sick.  Charles brought Mr. Longs Dudley down who said nothing seemed the matter with him."
6,tonight,TIME,as certainly lamed him.  I  hope to hear from you tonight.  Mr. D��s came here yesterday afternoon to say a
6,D��s,PERSON,amed him.  I  hope to hear from you tonight.  Mr. D��s came here yesterday afternoon to say a Piano had 
6,yesterday,DATE,"ope to hear from you tonight.  Mr. D��s came here yesterday afternoon to say a Piano had arrived, & you shoul"
6,afternoon,TIME,"r from you tonight.  Mr. D��s came here yesterday afternoon to say a Piano had arrived, & you should have the"
6,Piano,ORG,"  Mr. D��s came here yesterday afternoon to say a Piano had arrived, & you should have the refusal of it;"
6,Piano,ORG,mence with a class now forming.  The price of the Piano frieght  included 300 & you pay at your convenien
6,300,CARDINAL,"orming.  The price of the Piano frieght  included 300 & you pay at your convenience.  Mama, Susan & mys"
6,Mama,ORG,"ght  included 300 & you pay at your convenience.  Mama, Susan & myself went up to hear the Piano.  As we"
6,Susan &,ORG,"ncluded 300 & you pay at your convenience.  Mama, Susan & myself went up to hear the Piano.  As well as we "
6,Piano,ORG,"nience.  Mama, Susan & myself went up to hear the Piano.  As well as we could judge it seemed a fine one."
6,yesterday,DATE,"could judge it seemed a fine one.  Mr. D� sent me yesterday a letter to you, which he requested I enclose to "
6,Columbia,ORG,"er to you, which he requested I enclose to you at Columbia, speaking of the Piano & advising Anna to learn. "
6,Anna,GPE,"you at Columbia, speaking of the Piano & advising Anna to learn.  I do not send it, because you will be "
6,Piano,PERSON,"n decide on the matter.  If you could pay for the Piano, I would like to get one, but I cannot say I wish"
6,Pianos,NORP,"u return.  That is time enough.  He expects other Pianos which will be more reasonable, though perhaps not"
6,Piano,PERSON,s no�to determine at once.  If anyone wishes this Piano that has arrived I will call Mr. D� to let them h
6,Anna,PERSON," When you return we can decide whether it is best Anna should commence at once, whether this year we can"
6,this year,DATE," it is best Anna should commence at once, whether this year we can afford it.

		Mrs. Tom Rowland has a Son, "
6,Tom Rowland,PERSON,"once, whether this year we can afford it.

		Mrs. Tom Rowland has a Son, & Mrs. Charles Rabb has lost hers.  Yo"
6,Charles Rabb,PERSON," afford it.

		Mrs. Tom Rowland has a Son, & Mrs. Charles Rabb has lost hers.  You know she brought one with her"
6,Louisiana,GPE,ost hers.  You know she brought one with her from Louisiana.  It died yesterday.  Miss Markley is not expecte
6,yesterday,DATE,she brought one with her from Louisiana.  It died yesterday.  Miss Markley is not expected to live long.  Mr.
6,Markley,PERSON,ith her from Louisiana.  It died yesterday.  Miss Markley is not expected to live long.  Mr. Choice is goin
6,Choice,PERSON,"  Miss Markley is not expected to live long.  Mr. Choice is going soon to send the boys, under his charge "
6,Princeton,ORG," going soon to send the boys, under his charge to Princeton, so Mrs. Blake will lose them as scholars.  Mr. B"
6,Blake,PERSON," the boys, under his charge to Princeton, so Mrs. Blake will lose them as scholars.  Mr. Beattie says he "
6,Beattie,PERSON,"n, so Mrs. Blake will lose them as scholars.  Mr. Beattie says he knows she will have a good school, but se"
6,Croft,PERSON,l think her terms too high.  Do you not think Mr. Croft�s plan a cunning one.  The Dr. Crofts can afford 
6,Crofts,PERSON,ot think Mr. Croft�s plan a cunning one.  The Dr. Crofts can afford better than most to pay for their chil
6,Croft,PERSON," most to pay for their children dancing.  Old Mr. Croft can pay for Mrs. Pearsons, & yet he would wish Mr"
6,"Mrs. Pearsons, &",ORG,"heir children dancing.  Old Mr. Croft can pay for Mrs. Pearsons, & yet he would wish Mrs. Blake to stay with him, sa"
6,Blake,PERSON,"n pay for Mrs. Pearsons, & yet he would wish Mrs. Blake to stay with him, save her about 30 dollars, & gi"
6,about 30 dollars,MONEY," would wish Mrs. Blake to stay with him, save her about 30 dollars, & give his grandchildren 80 dollars worth of dan"
6,80 dollars,MONEY,"ve her about 30 dollars, & give his grandchildren 80 dollars worth of dancing, & speaks as if he was quite kin"
6,hundreds,CARDINAL,"e proposal; says he would be the means of putting hundreds in her pocket, that if she makes it she shall hav"
6,every day,DATE," if she makes it she shall have her glass of wine every day, as if that was really extraordinary.

		Mamma sa"
6,Mamma,PERSON,"very day, as if that was really extraordinary.

		Mamma saw Mr. Arthur lately in the streets.  He seems t"
6,Arthur,PERSON,"f that was really extraordinary.

		Mamma saw Mr. Arthur lately in the streets.  He seems to bear his loss"
6,only the week,DATE,"eets.  He seems to bear his loss well, as I said, only the week before he bought the boy for 600 dollars.  Mrs. A"
6,600 dollars,MONEY," said, only the week before he bought the boy for 600 dollars.  Mrs. Arthur has had headaches lately, but has n"
6,Arthur,PERSON,"k before he bought the boy for 600 dollars.  Mrs. Arthur has had headaches lately, but has not yet been in"
6,Thomas,PERSON,tate she usually is after her confinements.  Mrs. Thomas I believe is still suffering with her knee.  Satu
6,Saturday,DATE,"omas I believe is still suffering with her knee.  Saturday I went to see her, & she was then not able to put"
6,Green�s case,PERSON,rom you.  I hope you will get a new trial in Miss Green�s case.  Aunt Eliza wrote to Mamma that E� had received 
6,Aunt Eliza,ORG,e you will get a new trial in Miss Green�s case.  Aunt Eliza wrote to Mamma that E� had received my letter abo
6,Mamma,PERSON," trial in Miss Green�s case.  Aunt Eliza wrote to Mamma that E� had received my letter about the bonnet, "
6,Greenville,GPE," could be got here.  I will never get a bonnet in Greenville.  They are always old fashioned.

		The Drawing r"
6,& Minerva & Mary,ORG,"ways old fashioned.

		The Drawing room is fixed, & Minerva & Mary are now fixing the Entry.  Upstairs is whitewashe"
6,Entry,PRODUCT,"oom is fixed, & Minerva & Mary are now fixing the Entry.  Upstairs is whitewashed but nothing else done y"
6,Charles,PERSON,"ent just in order, but it will take a long time.  Charles is working in the garden, but is called off very "
6,yesterday,DATE,rniture.  I must now stop.  I went to your Office yesterday to look for writing paper but could find only thi
6,today,DATE,"ing, so you must make excuses.  I would not write today I am so busy, but you may be uneasy if you do not"
6,last night,TIME," I write.

		I long to see you.  I forgot to send last night to the Post office, so do not know if any letters"
6,Post,ORG,"g to see you.  I forgot to send last night to the Post office, so do not know if any letters have come. "
6,Adieu,PERSON,"office, so do not know if any letters have come.  Adieu, Your attached Wife, E.F.P.

Benjamin Perry
[Colu"
6,E.F.P.,ORG,"ny letters have come.  Adieu, Your attached Wife, E.F.P.

Benjamin Perry
[Columbia]

Tuesday afternoon, 18"
6,Benjamin Perry,PERSON,"rs have come.  Adieu, Your attached Wife, E.F.P.

Benjamin Perry
[Columbia]

Tuesday afternoon, 18 June 1850
Green"
6,Tuesday,DATE,"attached Wife, E.F.P.

Benjamin Perry
[Columbia]

Tuesday afternoon, 18 June 1850
Greenville

My dear husba"
6,afternoon,TIME," Wife, E.F.P.

Benjamin Perry
[Columbia]

Tuesday afternoon, 18 June 1850
Greenville

My dear husband

		I wi"
6,18 June 1850,DATE,"P.

Benjamin Perry
[Columbia]

Tuesday afternoon, 18 June 1850
Greenville

My dear husband

		I will this aftern"
6,Greenville,GPE,"Perry
[Columbia]

Tuesday afternoon, 18 June 1850
Greenville

My dear husband

		I will this afternoon write y"
6,this afternoon,TIME,"8 June 1850
Greenville

My dear husband

		I will this afternoon write you a few lines as you told me to though I "
6,tonight,TIME,"o though I am very busy.  After the Mail comes in tonight, if any letter comes for you, I will add a few li"
6,tonight,TIME,"l add a few lines & tell you.  I intended writing tonight instead of this afternoon, but Anna tells me Susa"
6,this afternoon,TIME," tell you.  I intended writing tonight instead of this afternoon, but Anna tells me Susan Hoke is coming over to s"
6,Anna,PERSON,"ed writing tonight instead of this afternoon, but Anna tells me Susan Hoke is coming over to sleep.  Her"
6,Susan Hoke,PERSON,"ight instead of this afternoon, but Anna tells me Susan Hoke is coming over to sleep.  Her father is away.  If"
6,yesterday,DATE," a line or so.

		Willie & Anna commenced Dancing yesterday afternoon.  They have gone again this afternoon. "
6,afternoon,TIME," so.

		Willie & Anna commenced Dancing yesterday afternoon.  They have gone again this afternoon.  I expect "
6,this afternoon,TIME,ancing yesterday afternoon.  They have gone again this afternoon.  I expect Mrs. Blake will give lessons every aft
6,Blake,PERSON,"ey have gone again this afternoon.  I expect Mrs. Blake will give lessons every afternoon, so she will ma"
6,yesterday,DATE,"e will make a good deal in a short time.  She had yesterday 19 scholars, but many who intend learning, either"
6,19,CARDINAL,"e a good deal in a short time.  She had yesterday 19 scholars, but many who intend learning, either di"
6,Sunday,DATE, school will encrease.  I have not seen her since Sunday.  Then she said she would be willing to stay at M
6,Crofts,PERSON,Then she said she would be willing to stay at Mr. Crofts & teach for nothing as many children as paid her 
6,Croft,PERSON,"as many children as paid her board.  All over Mr. Croft ought to pay for.  I sent a message to her today,"
6,today,DATE," Croft ought to pay for.  I sent a message to her today, & she was there at Mr. Crofts.  He has sent down"
6,Crofts,PERSON,"nt a message to her today, & she was there at Mr. Crofts.  He has sent down his carriage for her, so I wou"
6,Pearson,PERSON,rised if an agreement is made between them.  Mrs. Pearson is so anxious her children should learn.  I carri
6,Blake,PERSON,nxious her children should learn.  I carried Mrs. Blake to church Sunday morning & afternoon.  Mr. Arthur
6,Sunday morning & afternoon,TIME,"ren should learn.  I carried Mrs. Blake to church Sunday morning & afternoon.  Mr. Arthur gave us long sermons, in the afterno"
6,Arthur,PERSON," Blake to church Sunday morning & afternoon.  Mr. Arthur gave us long sermons, in the afternoon an old one"
6,the afternoon,TIME,"& afternoon.  Mr. Arthur gave us long sermons, in the afternoon an old one.  Susans Alexander was baptized, & Mrs"
6,Alexander,PERSON,"ong sermons, in the afternoon an old one.  Susans Alexander was baptized, & Mrs. Arthurs baby.  Alexander beh"
6,Arthurs,PERSON,"n old one.  Susans Alexander was baptized, & Mrs. Arthurs baby.  Alexander behaved well, but Mrs. Arthur�s "
6,Alexander,PERSON,"ans Alexander was baptized, & Mrs. Arthurs baby.  Alexander behaved well, but Mrs. Arthur�s baby screamed fro"
6,Arthur,PERSON,". Arthurs baby.  Alexander behaved well, but Mrs. Arthur�s baby screamed from beginning to end & seemed to"
6,Lewis,PERSON,m beginning to end & seemed to agitate her.  Miss Lewis came this morning before we had done breakfast to
6,this morning,TIME, to end & seemed to agitate her.  Miss Lewis came this morning before we had done breakfast to practice.  She sa
6,Thomas,PERSON, to practice.  She says they have heard from Mrs. Thomas lately & she still is obliged to use a crutch.  M
6,Poinsett,PERSON,"she still is obliged to use a crutch.  Mr. & Mrs. Poinsett paid me a visit this morning, said they would com"
6,this morning,TIME,"se a crutch.  Mr. & Mrs. Poinsett paid me a visit this morning, said they would come again, when you were at hom"
6,half,CARDINAL,"n, when you were at home.  They say they have not half read the House of Orleans, & asked if we were in "
6,"the House of Orleans, & asked",ORG,"u were at home.  They say they have not half read the House of Orleans, & asked if we were in a hurry for it.  I told them no, th"
6,Poinsett,PERSON,"they could keep it as long as they pleased.  Mrs. Poinsett had been to Mr. Arthurs, & she says his negroes h"
6,Arthurs,PERSON,"g as they pleased.  Mrs. Poinsett had been to Mr. Arthurs, & she says his negroes have again run away, that"
6,3,CARDINAL," & she says his negroes have again run away, that 3 of them are in the Charleston Jail.  I suppose th"
6,Contract,ORG,"the Charleston Jail.  I suppose they are from the Contract in Newberry, but I do not know.  He has trouble e"
6,Newberry,PERSON,"on Jail.  I suppose they are from the Contract in Newberry, but I do not know.  He has trouble enough with h"
6,Anderson,PERSON,is negroes.  He today has gone to his contract in Anderson.  I wonder he has time to write such long sermons
6,Fanny,PERSON,"e has time to write such long sermons.  I carried Fanny to church Sunday afternoon, but she behaved very "
6,Sunday,DATE,"ite such long sermons.  I carried Fanny to church Sunday afternoon, but she behaved very badly.  I hope Fr"
6,afternoon,TIME,"h long sermons.  I carried Fanny to church Sunday afternoon, but she behaved very badly.  I hope Frank is beh"
6,Frank,PERSON,"ay afternoon, but she behaved very badly.  I hope Frank is behaving well.  Tomorrow the 19th is his Birth"
6,Tomorrow,DATE,aved very badly.  I hope Frank is behaving well.  Tomorrow the 19th is his Birth Day.  He will be 7 years ol
6,19th,ORDINAL,ly.  I hope Frank is behaving well.  Tomorrow the 19th is his Birth Day.  He will be 7 years old.  Willi
6,7 years old,DATE,"  Tomorrow the 19th is his Birth Day.  He will be 7 years old.  Willie says that he misses him, & the house is "
6,Willie,PERSON," 19th is his Birth Day.  He will be 7 years old.  Willie says that he misses him, & the house is so much q"
6,Two,CARDINAL,", that he will behave well when he comes back.

		Two letters came for you Sunday night, one from Mr. J"
6,Sunday night,TIME,"l when he comes back.

		Two letters came for you Sunday night, one from Mr. Jamison saying he had received the "
6,one,CARDINAL,"s back.

		Two letters came for you Sunday night, one from Mr. Jamison saying he had received the half "
6,Jamison,PERSON,"o letters came for you Sunday night, one from Mr. Jamison saying he had received the half of the bills you "
6,half,CARDINAL,", one from Mr. Jamison saying he had received the half of the bills you had sent & begging you to send o"
6,half,CARDINAL,s you had sent & begging you to send on the other half.  The other letter from Eutaw from Mr. Coleman sa
6,Eutaw,PERSON,to send on the other half.  The other letter from Eutaw from Mr. Coleman saying the Court had allowed Was
6,Coleman,PERSON,other half.  The other letter from Eutaw from Mr. Coleman saying the Court had allowed Washington Foster un
6,Court,ORG,her letter from Eutaw from Mr. Coleman saying the Court had allowed Washington Foster until October to se
6,Washington Foster,PERSON,taw from Mr. Coleman saying the Court had allowed Washington Foster until October to settle his accounts with the Est
6,October,DATE,"ing the Court had allowed Washington Foster until October to settle his accounts with the Estate, the reaso"
6,Estate,ORG,"ter until October to settle his accounts with the Estate, the reason given, that the money was loaned out "
6,Charles,PERSON,"llected until that time.

		We have had no rain.  Charles came in last night, & said they were getting the "
6,last night,TIME,"at time.

		We have had no rain.  Charles came in last night, & said they were getting the Farm in good order."
6,Sunday,DATE,"aid they were getting the Farm in good order.  On Sunday while cutting wood, Reuben hurt his knee with the"
6,Reuben,NORP,"arm in good order.  On Sunday while cutting wood, Reuben hurt his knee with the axe, & told Willie he coul"
6,"the axe, &",ORG,"day while cutting wood, Reuben hurt his knee with the axe, & told Willie he could hardly walk.  I saw he walke"
6,Willie,PERSON,"g wood, Reuben hurt his knee with the axe, & told Willie he could hardly walk.  I saw he walked lame, but "
6,This afternoon,TIME,"walked lame, but he said nothing to me about it.  This afternoon he has returned early from the farm, & Charlotte "
6,"the farm, & Charlotte",ORG,"ut it.  This afternoon he has returned early from the farm, & Charlotte told me he said he had come because his knee hurt"
6,Lindy,PERSON,d he had come because his knee hurt him.  He left Lindy to hoe I suppose.  I have not seen him to ask abo
6,this evening,TIME,"e.  I have not seen him to ask about it, but will this evening when he brings me the keys.

		I have no news to "
6,"church, & have",ORG," news to tell you.  I have not been out except to church, & have seen only those who I told you came today & Susan"
6,today & Susan Hoke & Mrs. Blake,ORG,"hurch, & have seen only those who I told you came today & Susan Hoke & Mrs. Blake.  The walking in this dirty weather is so disagre"
6,Anna,PERSON,e been busy working hardly had time to practice.  Anna says Mrs. Davis is sick in bed with Rheumatism   
6,Davis,PERSON,king hardly had time to practice.  Anna says Mrs. Davis is sick in bed with Rheumatism   The pianos Mrs. 
6,Davids,PERSON," is sick in bed with Rheumatism   The pianos Mrs. Davids said were on there way, some of them actually in "
6,Hamburg,GPE," said were on there way, some of them actually in Hamburg, have taken so long to come, that I rather think "
6,"us, &",ORG," so long to come, that I rather think he deceived us, & that he never wrote on for any more, until we too"
6,Piano,ORG," have been here before this.  I think ours a fine Piano.  I played for Mr. & Mrs. Poinsett, & they both t"
6,Poinsett,PERSON,"think ours a fine Piano.  I played for Mr. & Mrs. Poinsett, & they both thought it a very fine one, & not ex"
6,Reuben,NORP,"usehold are well, including horses hogs &c except Reuben�s knee being hurt, which I suppose will not preve"
6,tomorrow,DATE,"urt, which I suppose will not prevent his working tomorrow.  We are well.  Charles last night said when he w"
6,Charles,PERSON, not prevent his working tomorrow.  We are well.  Charles last night said when he went to bed at night  he 
6,last night,TIME,vent his working tomorrow.  We are well.  Charles last night said when he went to bed at night  he was in pain
6,night,TIME,.  Charles last night said when he went to bed at night  he was in pain all over.  I suppose old age & in
6,tonight,TIME,"to work much longer.  I will stop & add something tonight.

Tuesday [Wednesday] morning.  Last night Mrs. B"
6,Tuesday,DATE,"ch longer.  I will stop & add something tonight.

Tuesday [Wednesday] morning.  Last night Mrs. Blake was h"
6,Wednesday,DATE,".  I will stop & add something tonight.

Tuesday [Wednesday] morning.  Last night Mrs. Blake was here, so I c"
6,Last night,TIME,"something tonight.

Tuesday [Wednesday] morning.  Last night Mrs. Blake was here, so I could not finish my let"
6,Blake,PERSON,"t.

Tuesday [Wednesday] morning.  Last night Mrs. Blake was here, so I could not finish my letter.  She s"
6,Crofts,PERSON,"finish my letter.  She said she would stay at Mr. Crofts, if he would send her down in his carriage every "
6,every evening,TIME,"Crofts, if he would send her down in his carriage every evening, that the walk was too long in the hot sun & woul"
6,first,ORDINAL,"ory.  The one they intended giving her, is on the first floor just back from the Drawing room; said she w"
6,today,DATE," Drawing room; said she would write a note to him today, & tell him.    I will now send my letter to Col."
6,Tell Frank,PERSON,"Col. Town[e]s.  I have not time to read it over.  Tell Frank this is his birth day, 7 years old.  If he behave"
6,7 years old,DATE," read it over.  Tell Frank this is his birth day, 7 years old.  If he behaves well while with you, I will on hi"
6,Reuben,PERSON,"th you, I will on his return make him a present.  Reuben is going to the Farm today, though his knee hurts"
6,today,DATE," make him a present.  Reuben is going to the Farm today, though his knee hurts he can work.  

Write to m"
6,E.F.P.,ORG,"by someone returning before you do.  Yours truly, E.F.P.      		   

Benjamin Perry


Saturday night, 24 N"
6,Benjamin Perry,PERSON,"g before you do.  Yours truly, E.F.P.      		   

Benjamin Perry


Saturday night, 24 November [1850]
Greenville

"
6,Saturday night,TIME," Yours truly, E.F.P.      		   

Benjamin Perry


Saturday night, 24 November [1850]
Greenville

My dear husband

"
6,24 November,DATE,"F.P.      		   

Benjamin Perry


Saturday night, 24 November [1850]
Greenville

My dear husband

		You only le"
6,1850,DATE,"  

Benjamin Perry


Saturday night, 24 November [1850]
Greenville

My dear husband

		You only left thi"
6,this morning,TIME,"850]
Greenville

My dear husband

		You only left this morning, & yet you see I am already writing to you.  I in"
6,tomorrow,DATE," I am already writing to you.  I intended writing tomorrow evening but as it will be Sunday, I will wish to "
6,Sunday,DATE,"tended writing tomorrow evening but as it will be Sunday, I will wish to send to Mary & Lindy.  I thought "
6,Mary & Lindy,ORG," but as it will be Sunday, I will wish to send to Mary & Lindy.  I thought it best to write some this evening.  "
6,some this evening,TIME,send to Mary & Lindy.  I thought it best to write some this evening.  I will as usual tell all that has occurred sinc
6,Fanny,PERSON,usual tell all that has occurred since you left.  Fanny did not cry very long. & was quieted by sitting i
6,tonight,TIME,"quieted by sitting in my lap & eating an apple, & tonight is made happy by being put in my bed to sleep.

	"
6,Moore,PERSON,"ade happy by being put in my bed to sleep.

		Mr. Moore came this morning to sell Eggs, & I told him of y"
6,this morning,TIME,"y being put in my bed to sleep.

		Mr. Moore came this morning to sell Eggs, & I told him of your paper & that h"
6,Eggs,ORG," to sleep.

		Mr. Moore came this morning to sell Eggs, & I told him of your paper & that he must take i"
6,Prospectus,ORG,"per & that he must take it.  I did not give him a Prospectus, because I was afraid he would not understand it,"
6,Prospectus,ORG," wrote afterwards, to give along with it, for the Prospectus needs an explanation.  It has been so unrepresent"
6,Post,ORG,ented.  I sent all of the letters you left to the Post office.  The boy sent word that the postage would
6,1.35,MONEY,"e boy sent word that the postage would amount to $1.35, & you can charge it to the Printing office.  The"
6,Printing,ORG,"would amount to $1.35, & you can charge it to the Printing office.  The Columbia mail brought your newspaper"
6,Columbia,ORG," & you can charge it to the Printing office.  The Columbia mail brought your newspapers, & a letter from Mr."
6,Pettigru,PERSON,"mail brought your newspapers, & a letter from Mr. Pettigru in answer to the one you wrote him, when Mr. Elfo"
6,one,CARDINAL,"rs, & a letter from Mr. Pettigru in answer to the one you wrote him, when Mr. Elford was in the despond"
6,Elford,PERSON,"igru in answer to the one you wrote him, when Mr. Elford was in the desponding humour.  He said he hopes y"
6,Constitutional,LAW,"go on with the paper; that one established now on Constitutional principles he knows will succeed, & will deserve "
6,Disunion,ORG,"tude of the rising generation; that he thinks the Disunion spirit is already lessening , but it would be bet"
6,State,ORG,"already lessening , but it would be better if the State did commit some folly & get into a scrape such as"
6,State,ORG,"t some folly & get into a scrape such as separate State action, for it would bring her to sense of her il"
6,South Carolina,GPE,"anity more than any other feeling that influences South Carolina, so he think it will soon pass away. He says he w"
6,Columbia,GPE,"t will soon pass away. He says he will see you in Columbia, so as this is the case it will not be worthwhile"
6,Pickerell,PERSON,"is letter, & I can make good use of it here.  Mr. Pickerell came this afternoon to fix the Clock, & we had a "
6,this afternoon,TIME,"can make good use of it here.  Mr. Pickerell came this afternoon to fix the Clock, & we had a political talk.  He "
6,Clock,ORG,"re.  Mr. Pickerell came this afternoon to fix the Clock, & we had a political talk.  He agrees with you, "
6,Petttigru,PERSON,"es with you, & I told him of Mr. O�Hanlon�s & Mr. Petttigru�s opinions, & he said he knew them both by reputa"
6,the Mansion House,ORG,"emed pleased, so I lent them.  He said he went to the Mansion House the other evening to see the Phrenologist, who is"
6,the other evening,TIME," lent them.  He said he went to the Mansion House the other evening to see the Phrenologist, who is a very intelligen"
